ReleaseDate,AreaOfInterest,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20050215,TOTAL,"269,399,775.32","26,996,018.25","11,080,659.39","2,086,896.06","1,434,821.19","174,065.69",2005-02-15,2005-02-21,2
20050208,TOTAL,"274,398,348.75","20,387,430.78","12,045,383.76","2,794,790.73","1,372,216.19","174,065.69",2005-02-08,2005-02-14,2
20050201,TOTAL,"274,580,312.63","20,202,241.80","12,063,807.26","2,924,951.91","1,265,602.88","135,319.41",2005-02-01,2005-02-07,2
20050125,TOTAL,"275,238,611.40","22,491,148.38","9,308,651.69","2,712,418.30","1,286,086.71","135,319.41",2005-01-25,2005-01-31,2
20050118,TOTAL,"272,337,063.82","25,571,439.43","9,150,453.87","2,766,214.99","1,211,744.38","135,319.41",2005-01-18,2005-01-24,2
20050111,TOTAL,"269,233,006.95","28,631,474.48","8,897,281.92","3,008,017.76","1,250,736.55","151,718.26",2005-01-11,2005-01-17,2
20050104,TOTAL,"273,956,729.93","22,074,810.07","9,073,239.29","4,534,626.39","1,379,490.21","153,340.01",2005-01-04,2005-01-10,2
20041228,TOTAL,"258,352,767.78","32,970,010.87","11,891,329.36","5,324,288.69","2,402,539.89","231,299.31",2004-12-28,2005-01-03,2
20041221,TOTAL,"254,595,404.75","36,622,261.60","12,009,850.61","5,328,142.51","2,385,277.13","231,299.31",2004-12-21,2004-12-27,2
20041214,TOTAL,"259,263,897.84","32,005,451.22","12,116,030.11","5,194,677.87","2,362,505.47","229,673.40",2004-12-14,2004-12-20,2
20041207,TOTAL,"263,325,429.22","27,705,070.89","12,107,350.36","5,411,365.55","2,391,133.23","231,886.64",2004-12-07,2004-12-13,2
20041130,TOTAL,"259,725,968.17","31,249,323.67","11,302,277.50","6,271,646.69","2,391,133.23","231,886.64",2004-11-30,2004-12-06,2
20041123,TOTAL,"252,912,737.05","35,042,389.29","13,876,918.94","6,273,665.78","2,834,638.21","231,886.64",2004-11-23,2004-11-29,2
20041116,TOTAL,"253,044,588.61","34,877,082.02","13,878,157.67","6,284,676.46","2,855,844.50","231,886.64",2004-11-16,2004-11-22,2
20041109,TOTAL,"250,185,859.90","38,759,433.05","12,836,780.09","6,300,378.13","2,857,898.09","231,886.64",2004-11-09,2004-11-15,2
20041102,TOTAL,"246,326,164.73","42,584,786.47","11,444,039.94","6,954,082.28","3,631,275.84","231,886.64",2004-11-02,2004-11-08,2
20041026,TOTAL,"243,766,595.39","33,496,026.85","23,077,946.22","6,969,315.42","3,630,465.39","231,886.64",2004-10-26,2004-11-01,2
20041019,TOTAL,"233,165,024.19","34,756,545.34","21,198,740.92","17,390,169.17","4,400,933.09","260,823.20",2004-10-19,2004-10-25,2
20041012,TOTAL,"220,898,284.25","41,496,978.95","22,964,805.04","21,150,931.65","4,385,307.22","275,928.80",2004-10-12,2004-10-18,2
20041005,TOTAL,"212,099,947.33","52,758,982.77","20,268,393.26","21,539,622.09","4,229,428.27","275,862.18",2004-10-05,2004-10-11,2
20040928,TOTAL,"225,240,381.60","44,649,840.63","15,205,620.82","21,539,882.92","4,260,647.75","275,862.18",2004-09-28,2004-10-04,2
20040921,TOTAL,"246,690,400.22","23,280,147.14","15,067,796.04","21,597,699.99","4,260,330.34","275,862.18",2004-09-21,2004-09-27,2
20040914,TOTAL,"248,756,023.21","21,021,300.36","15,234,931.14","21,310,353.15","4,555,977.10","293,650.94",2004-09-14,2004-09-20,2
20040907,TOTAL,"251,544,778.34","18,118,245.12","14,977,388.08","21,521,467.83","4,673,336.93","337,019.60",2004-09-07,2004-09-13,2
20040831,TOTAL,"250,099,712.97","19,496,086.87","14,938,314.79","21,357,635.65","4,942,783.32","337,702.31",2004-08-31,2004-09-06,2
20040824,TOTAL,"249,979,331.97","18,762,908.85","16,043,694.91","21,088,758.57","4,958,487.18","339,054.41",2004-08-24,2004-08-30,2
20040817,TOTAL,"242,682,683.22","24,204,129.86","17,721,609.90","21,157,810.75","5,023,315.01","382,687.17",2004-08-17,2004-08-23,2
20040810,TOTAL,"234,683,411.14","32,297,615.15","16,143,315.53","22,769,991.90","4,895,215.02","382,687.17",2004-08-10,2004-08-16,2
20040803,TOTAL,"238,024,722.51","29,313,925.55","27,257,639.90","13,438,637.69","2,749,042.69","388,267.55",2004-08-03,2004-08-09,2
20040727,TOTAL,"240,381,148.38","27,111,133.61","27,196,568.81","13,373,318.30","2,721,799.26","388,267.55",2004-07-27,2004-08-02,2
20040720,TOTAL,"234,106,173.58","32,156,461.55","29,063,888.85","12,835,312.76","2,593,391.43","417,007.74",2004-07-20,2004-07-26,2
20040713,TOTAL,"236,105,092.41","30,255,386.73","29,224,666.95","12,576,690.65","2,662,674.81","347,724.36",2004-07-13,2004-07-19,2
20040706,TOTAL,"242,505,915.01","23,712,790.45","29,558,957.24","12,380,790.63","2,666,058.21","347,724.36",2004-07-06,2004-07-12,2
20040629,TOTAL,"239,870,877.15","25,484,898.60","30,548,775.16","12,162,959.83","2,753,490.79","351,234.37",2004-06-29,2004-07-05,2
20040622,TOTAL,"231,582,567.15","27,192,276.67","34,756,309.84","14,492,101.40","2,797,746.46","351,234.37",2004-06-22,2004-06-28,2
20040615,TOTAL,"227,267,200.82","29,828,192.76","35,386,849.08","15,112,113.59","3,216,048.81","361,830.84",2004-06-15,2004-06-21,2
20040608,TOTAL,"215,548,496.47","38,625,062.74","37,095,837.46","16,286,746.70","3,361,572.19","254,520.35",2004-06-08,2004-06-14,2
20040601,TOTAL,"197,256,096.67","52,925,873.21","42,268,901.97","15,013,895.50","3,350,481.13","356,987.43",2004-06-01,2004-06-07,2
20040525,TOTAL,"199,986,889.24","50,238,113.23","42,677,156.95","14,547,773.17","3,365,315.87","356,987.43",2004-05-25,2004-05-31,2
20040518,TOTAL,"215,305,093.42","45,378,524.91","35,769,901.18","11,521,135.19","2,751,443.91","446,137.29",2004-05-18,2004-05-24,2
20040511,TOTAL,"216,206,687.21","39,799,602.98","38,893,936.86","13,048,535.65","2,792,169.72","431,303.49",2004-05-11,2004-05-17,2
20040504,TOTAL,"214,258,853.65","39,322,892.94","41,328,187.44","13,088,407.91","2,744,940.75","428,953.22",2004-05-04,2004-05-10,2
20040427,TOTAL,"210,483,270.71","61,473,625.92","25,137,582.33","11,089,227.91","2,666,836.60","321,692.44",2004-04-27,2004-05-03,2
20040420,TOTAL,"208,990,637.39","67,368,104.83","20,580,774.66","11,272,852.05","2,638,174.52","321,692.44",2004-04-20,2004-04-26,2
20040413,TOTAL,"212,750,789.52","68,067,481.12","16,723,048.72","10,744,844.78","2,565,098.49","320,973.27",2004-04-13,2004-04-19,2
20040406,TOTAL,"219,556,873.51","61,963,294.36","17,849,762.68","8,923,938.86","2,675,476.06","202,890.43",2004-04-06,2004-04-12,2
20040330,TOTAL,"225,666,953.25","54,891,412.06","17,130,221.73","7,787,686.28","4,792,180.69","903,781.91",2004-03-30,2004-04-05,2
20040323,TOTAL,"246,541,830.49","33,210,244.62","17,645,188.42","8,790,648.42","4,080,542.05","903,781.91",2004-03-23,2004-03-29,2
20040316,TOTAL,"262,628,994.59","19,653,752.33","15,554,161.75","8,433,213.73","3,998,331.60","903,781.91",2004-03-16,2004-03-22,2
20040309,TOTAL,"261,677,278.49","20,365,880.97","15,726,611.86","8,491,404.83","4,007,277.84","903,781.91",2004-03-09,2004-03-15,2
20040302,TOTAL,"265,184,302.77","16,981,442.71","15,377,196.27","8,677,771.50","3,999,198.07","952,324.57",2004-03-02,2004-03-08,2
20040224,TOTAL,"260,611,648.33","20,418,889.40","13,812,851.78","10,452,643.99","4,520,108.14","1,356,094.26",2004-02-24,2004-03-01,2
20040217,TOTAL,"247,859,423.94","32,794,047.12","14,189,916.39","10,503,047.41","4,469,706.78","1,356,094.26",2004-02-17,2004-02-23,2
20040210,TOTAL,"247,673,279.91","33,930,883.11","13,368,627.99","10,311,121.10","4,532,229.53","1,356,094.26",2004-02-10,2004-02-16,2
20040203,TOTAL,"248,332,437.95","32,881,972.60","13,702,598.47","10,323,765.45","4,506,350.97","1,425,110.45",2004-02-03,2004-02-09,2
20040127,TOTAL,"248,332,437.95","33,059,331.28","12,711,051.87","10,240,037.00","5,353,600.24","1,475,777.56",2004-01-27,2004-02-02,2
20040120,TOTAL,"247,026,985.57","29,956,433.85","16,824,814.78","10,524,023.38","5,538,522.52","1,301,455.81",2004-01-20,2004-01-26,2
20040113,TOTAL,"240,929,013.08","34,938,647.44","17,436,473.11","10,907,929.28","5,128,860.66","1,831,312.33",2004-01-13,2004-01-19,2
20040106,TOTAL,"241,016,298.46","33,857,433.52","18,495,044.98","10,584,052.75","5,270,249.46","1,949,156.74",2004-01-06,2004-01-12,2
20031230,TOTAL,"240,201,567.71","34,679,412.51","17,510,345.54","11,140,963.37","6,232,722.81","1,407,223.96",2003-12-30,2004-01-05,2
20031223,TOTAL,"230,414,277.75","37,227,410.45","25,114,498.46","7,932,034.84","8,873,488.81","1,610,525.61",2003-12-23,2003-12-29,2
20031216,TOTAL,"234,024,330.04","34,131,385.82","24,246,573.57","8,344,761.22","8,979,063.93","1,446,121.32",2003-12-16,2003-12-22,2
20031209,TOTAL,"223,198,111.76","41,427,953.72","27,785,034.53","8,283,606.03","9,033,397.76","1,444,132.11",2003-12-09,2003-12-15,2
20031202,TOTAL,"229,421,589.96","35,480,463.26","26,446,617.57","9,322,161.22","9,096,746.72","1,404,657.18",2003-12-02,2003-12-08,2
20031125,TOTAL,"224,897,393.93","38,306,618.55","28,301,370.30","9,201,172.98","9,062,145.84","1,403,534.31",2003-11-25,2003-12-01,2
20031118,TOTAL,"222,577,717.12","39,503,643.61","29,048,025.86","9,668,913.51","9,021,718.94","1,352,216.86",2003-11-18,2003-11-24,2
20031111,TOTAL,"220,556,138.41","38,679,996.88","31,742,703.38","9,591,054.06","9,171,732.86","1,430,610.31",2003-11-11,2003-11-17,2
20031104,TOTAL,"215,677,102.79","43,209,969.29","33,739,951.22","8,340,578.47","9,127,655.60","1,076,978.53",2003-11-04,2003-11-10,2
20031028,TOTAL,"203,537,747.79","43,908,808.36","40,493,687.60","12,779,763.33","9,390,456.52","1,061,772.30",2003-10-28,2003-11-03,2
20031021,TOTAL,"216,473,890.31","49,271,489.87","23,332,235.87","12,464,790.46","8,857,634.92","772,194.46",2003-10-21,2003-10-27,2
20031014,TOTAL,"215,069,801.37","48,386,029.76","26,876,617.37","11,269,550.14","8,791,301.85","778,935.41",2003-10-14,2003-10-20,2
20031007,TOTAL,"232,399,561.88","26,336,461.82","32,837,328.06","10,301,391.00","8,495,815.20","801,677.93",2003-10-07,2003-10-13,2
20030930,TOTAL,"225,800,437.11","33,221,331.70","32,836,177.98","10,088,575.09","8,411,508.12","814,205.91",2003-09-30,2003-10-06,2
20030923,TOTAL,"217,221,764.32","36,609,091.32","37,443,080.22","10,805,048.68","8,296,572.72","796,678.65",2003-09-23,2003-09-29,2
20030916,TOTAL,"219,605,138.86","39,787,382.78","30,413,477.16","12,194,305.35","8,309,758.00","862,173.75",2003-09-16,2003-09-22,2
20030909,TOTAL,"217,787,542.34","24,704,199.56","42,122,832.03","17,728,415.66","7,955,816.17","873,430.15",2003-09-09,2003-09-15,2
20030902,TOTAL,"219,239,699.24","24,091,841.97","44,893,182.77","14,693,025.88","7,501,624.82","752,861.23",2003-09-02,2003-09-08,2
20030826,TOTAL,"212,043,995.21","31,636,945.79","40,605,251.11","15,509,713.85","10,451,328.13","925,001.81",2003-08-26,2003-09-01,2
20030819,TOTAL,"227,510,825.00","25,958,715.35","33,306,376.05","15,204,290.24","8,293,225.67","898,803.59",2003-08-19,2003-08-25,2
20030812,TOTAL,"233,480,995.90","21,380,003.02","31,489,708.32","16,465,270.28","7,554,806.64","801,451.74",2003-08-12,2003-08-18,2
20030805,TOTAL,"238,194,117.00","18,110,501.46","33,065,458.05","14,454,438.81","6,524,360.59","823,359.99",2003-08-05,2003-08-11,2
20030729,TOTAL,"238,283,257.54","20,109,389.50","29,301,527.58","15,856,009.03","6,840,978.87","781,073.39",2003-07-29,2003-08-04,2
20030722,TOTAL,"241,889,300.13","33,531,359.86","17,445,684.59","11,170,522.94","6,622,975.12","512,393.27",2003-07-22,2003-07-28,2
20030715,TOTAL,"241,463,274.66","44,363,512.95","7,534,358.51","11,525,497.94","5,943,260.11","342,331.74",2003-07-15,2003-07-21,2
20030708,TOTAL,"245,928,074.48","41,945,046.27","6,152,603.64","11,475,867.12","5,280,799.75","389,844.65",2003-07-08,2003-07-14,2
20030701,TOTAL,"238,296,437.45","33,904,757.68","21,947,794.71","11,703,804.37","5,025,306.87","294,134.83",2003-07-01,2003-07-07,2
20030624,TOTAL,"232,044,787.67","39,351,690.13","17,846,124.85","16,655,321.32","4,892,988.26","381,323.66",2003-06-24,2003-06-30,2
20030617,TOTAL,"237,717,575.52","36,507,078.36","14,432,696.24","16,767,542.80","5,324,401.96","422,941.03",2003-06-17,2003-06-23,2
20030610,TOTAL,"239,706,837.34","25,888,874.26","16,395,270.55","23,658,129.35","5,158,698.54","364,425.89",2003-06-10,2003-06-16,2
20030603,TOTAL,"235,082,368.35","24,344,275.86","27,730,012.47","18,756,074.10","4,935,319.82","324,185.31",2003-06-03,2003-06-09,2
20030527,TOTAL,"241,078,726.14","20,616,524.85","28,721,570.45","15,343,528.75","5,107,615.58","304,270.12",2003-05-27,2003-06-02,2
20030520,TOTAL,"234,413,470.40","26,424,343.55","22,585,619.44","22,412,646.02","5,023,511.45","312,645.06",2003-05-20,2003-05-26,2
20030513,TOTAL,"227,032,881.65","39,545,504.39","27,380,063.12","11,835,506.28","5,071,341.13","306,939.33",2003-05-13,2003-05-19,2
20030506,TOTAL,"202,116,956.35","49,658,190.19","40,927,934.93","13,293,833.28","5,135,588.24","39,732.93",2003-05-06,2003-05-12,2
20030429,TOTAL,"194,042,329.98","52,050,811.48","29,798,724.18","29,282,432.80","5,958,467.66","39,469.80",2003-04-29,2003-05-05,2
20030422,TOTAL,"217,982,892.96","32,897,968.02","33,780,971.38","20,329,400.42","6,142,062.87","38,940.26",2003-04-22,2003-04-28,2
20030415,TOTAL,"213,490,585.50","38,804,492.62","39,068,146.21","13,410,420.51","6,364,284.67","34,306.40",2003-04-15,2003-04-21,2
20030408,TOTAL,"224,403,262.43","27,881,817.32","38,213,992.19","14,028,633.02","6,605,032.18","39,498.76",2003-04-08,2003-04-14,2
20030401,TOTAL,"215,971,242.71","31,017,600.32","30,309,454.72","26,916,040.78","6,800,142.10","157,755.27",2003-04-01,2003-04-07,2
20030325,TOTAL,"217,616,931.73","21,101,585.17","34,472,768.87","30,646,157.15","7,046,797.53","287,995.45",2003-03-25,2003-03-31,2
20030318,TOTAL,"216,331,693.86","24,223,877.40","30,879,829.52","29,911,919.39","9,395,194.22","429,721.50",2003-03-18,2003-03-24,2
20030311,TOTAL,"205,512,576.13","41,582,770.43","22,212,910.21","32,012,565.38","9,423,966.64","427,447.11",2003-03-11,2003-03-17,2
20030304,TOTAL,"208,739,040.59","39,925,464.84","20,107,935.58","32,567,816.44","9,326,205.47","505,772.99",2003-03-04,2003-03-10,2
20030225,TOTAL,"209,007,532.15","39,658,632.88","20,106,139.27","26,426,949.62","15,453,555.82","519,426.17",2003-02-25,2003-03-03,2
20030218,TOTAL,"206,646,084.08","40,731,119.23","27,424,644.09","20,345,277.92","15,493,722.95","531,387.63",2003-02-18,2003-02-24,2
20030211,TOTAL,"186,891,770.92","53,870,793.63","30,348,755.35","21,634,826.52","17,838,393.97","587,695.52",2003-02-11,2003-02-17,2
20030204,TOTAL,"194,451,825.69","50,009,915.64","26,484,398.29","21,891,075.63","17,773,377.78","561,642.88",2003-02-04,2003-02-10,2
20030128,TOTAL,"191,198,673.20","53,745,173.09","26,400,126.66","21,322,562.97","17,912,045.68","593,654.30",2003-01-28,2003-02-03,2
20030121,TOTAL,"197,220,114.26","47,358,040.14","29,720,877.22","17,364,135.39","18,948,677.86","560,391.04",2003-01-21,2003-01-27,2
20030114,TOTAL,"204,845,011.21","40,804,030.32","33,952,771.25","11,636,763.53","19,321,032.41","612,627.19",2003-01-14,2003-01-20,2
20030107,TOTAL,"205,757,150.77","43,090,959.03","32,196,287.59","12,499,571.97","17,181,383.65","446,882.89",2003-01-07,2003-01-13,2
20021231,TOTAL,"207,753,155.15","43,822,724.37","30,052,128.83","15,003,697.80","14,185,911.62","354,618.13",2002-12-31,2003-01-06,2
20021224,TOTAL,"197,740,693.74","53,141,503.49","30,597,722.39","15,720,717.86","13,610,339.90","361,258.51",2002-12-24,2002-12-30,2
20021217,TOTAL,"191,002,608.54","53,530,910.88","33,710,101.00","18,874,386.51","13,699,440.26","354,788.70",2002-12-17,2002-12-23,2
20021210,TOTAL,"164,261,104.13","76,954,972.50","37,877,470.27","18,334,799.43","13,399,260.36","344,629.22",2002-12-10,2002-12-16,2
20021203,TOTAL,"170,330,313.66","74,804,334.16","36,533,165.23","15,750,344.99","13,438,604.48","315,473.40",2002-12-03,2002-12-09,2
20021126,TOTAL,"172,772,158.44","73,874,989.74","35,936,116.95","12,445,483.13","15,821,565.42","321,922.21",2002-11-26,2002-12-02,2
20021119,TOTAL,"165,576,796.79","79,999,792.18","37,082,821.92","12,199,043.73","15,984,660.65","329,120.64",2002-11-19,2002-11-25,2
20021112,TOTAL,"154,626,827.81","79,981,780.55","45,941,420.83","14,453,210.92","15,841,001.16","327,994.63",2002-11-12,2002-11-18,2
20021105,TOTAL,"150,537,078.64","59,240,359.48","53,079,410.45","31,127,416.11","16,821,144.85","366,826.38",2002-11-05,2002-11-11,2
20021029,TOTAL,"141,409,814.84","65,037,397.84","45,992,190.89","40,707,084.36","17,658,477.53","367,270.45",2002-10-29,2002-11-04,2
20021022,TOTAL,"135,891,756.08","64,299,815.16","47,360,055.54","46,051,273.17","17,206,164.06","363,171.90",2002-10-22,2002-10-28,2
20021015,TOTAL,"121,289,488.56","75,165,148.31","44,537,297.96","45,700,195.41","24,118,848.58","361,257.08",2002-10-15,2002-10-21,2
20021008,TOTAL,"104,698,925.90","78,433,197.88","45,676,560.42","48,974,577.55","28,336,851.90","5,052,122.27",2002-10-08,2002-10-14,2
20021001,TOTAL,"100,058,897.03","95,789,916.02","37,145,473.79","49,150,634.63","25,847,666.90","3,179,647.53",2002-10-01,2002-10-07,2
20020924,TOTAL,"100,055,823.49","73,343,978.85","47,001,602.69","58,525,797.12","30,273,509.45","1,971,524.31",2002-09-24,2002-09-30,2
20020917,TOTAL,"93,269,597.68","72,437,283.72","50,003,419.16","60,225,553.72","33,035,943.44","2,200,438.18",2002-09-17,2002-09-23,2
20020910,TOTAL,"92,674,263.00","58,929,110.01","65,992,688.59","59,516,236.28","28,249,031.61","5,810,906.42",2002-09-10,2002-09-16,2
20020903,TOTAL,"108,692,047.05","58,899,952.77","56,866,094.18","51,058,723.40","29,160,035.99","6,495,382.51",2002-09-03,2002-09-09,2
20020827,TOTAL,"120,363,289.61","47,285,504.38","41,150,223.55","51,286,984.97","39,479,317.44","11,606,915.96",2002-08-27,2002-09-02,2
20020820,TOTAL,"106,393,185.98","58,664,599.18","42,532,000.53","49,966,128.80","39,660,828.61","13,955,492.79",2002-08-20,2002-08-26,2
20020813,TOTAL,"89,769,121.38","65,244,004.77","56,022,336.82","56,382,588.34","33,002,324.63","10,751,859.97",2002-08-13,2002-08-19,2
20020806,TOTAL,"91,252,100.68","73,635,002.04","47,292,795.51","57,844,459.25","32,241,991.95","8,905,886.48",2002-08-06,2002-08-12,2
20020730,TOTAL,"90,394,744.71","78,160,795.83","58,932,752.57","40,845,797.57","35,826,302.34","7,011,842.88",2002-07-30,2002-08-05,2
20020723,TOTAL,"85,407,187.28","92,112,259.83","49,169,288.07","40,921,370.21","37,789,132.67","5,772,997.84",2002-07-23,2002-07-29,2
20020716,TOTAL,"119,938,799.82","70,573,783.56","46,226,254.29","39,859,443.59","28,976,039.59","5,597,915.05",2002-07-16,2002-07-22,2
20020709,TOTAL,"135,895,274.18","70,373,448.00","34,723,179.72","39,581,297.63","24,982,940.49","5,616,095.89",2002-07-09,2002-07-15,2
20020702,TOTAL,"144,654,745.48","65,407,789.67","33,069,145.78","37,783,874.99","24,429,775.01","5,826,904.98",2002-07-02,2002-07-08,2
20020625,TOTAL,"139,916,751.22","65,151,437.12","37,131,033.07","39,164,443.44","24,490,888.58","5,317,682.47",2002-06-25,2002-07-01,2
20020618,TOTAL,"140,904,351.89","66,642,285.67","41,887,236.56","35,993,937.07","22,640,943.74","3,103,480.99",2002-06-18,2002-06-24,2
20020611,TOTAL,"127,810,211.15","75,146,267.92","53,137,776.10","32,897,464.23","21,496,561.91","683,954.59",2002-06-11,2002-06-17,2
20020604,TOTAL,"127,482,368.26","61,311,166.34","56,353,082.96","44,759,155.55","20,507,941.79","758,521.00",2002-06-04,2002-06-10,2
20020528,TOTAL,"125,392,225.46","55,161,283.53","55,462,169.81","52,373,824.31","22,025,266.99","757,465.80",2002-05-28,2002-06-03,2
20020521,TOTAL,"137,886,649.68","47,155,214.80","52,388,442.34","55,055,779.11","18,607,946.85","78,203.12",2002-05-21,2002-05-27,2
20020514,TOTAL,"134,852,563.61","41,159,136.47","51,347,527.05","65,465,734.78","18,258,965.09","88,308.91",2002-05-14,2002-05-20,2
20020507,TOTAL,"134,286,023.05","54,046,253.30","33,373,788.51","70,549,588.77","18,841,320.98","75,261.29",2002-05-07,2002-05-13,2
20020430,TOTAL,"143,343,705.65","43,249,226.07","36,237,584.53","49,290,642.20","39,026,038.59","25,038.86",2002-04-30,2002-05-06,2
20020423,TOTAL,"150,023,403.53","35,954,261.16","37,135,030.88","46,372,803.74","41,686,736.60",0.00,2002-04-23,2002-04-29,2
20020416,TOTAL,"157,764,735.92","28,002,381.30","38,288,802.48","47,449,466.73","39,666,849.48",0.00,2002-04-16,2002-04-22,2
20020409,TOTAL,"152,014,971.30","35,692,798.78","42,372,602.21","53,451,674.81","27,640,188.80",0.00,2002-04-09,2002-04-15,2
20020402,TOTAL,"148,163,833.13","51,918,750.01","33,090,864.50","48,963,763.88","29,035,024.39",0.00,2002-04-02,2002-04-08,2
20020326,TOTAL,"143,321,850.93","56,239,652.17","23,299,604.06","57,127,390.44","31,183,738.31",0.00,2002-03-26,2002-04-01,2
20020319,TOTAL,"143,019,630.00","56,932,576.50","26,791,173.20","50,390,570.82","34,038,285.38",0.00,2002-03-19,2002-03-25,2
20020312,TOTAL,"142,200,341.13","51,418,488.27","32,087,739.00","51,476,927.36","33,988,740.15",0.00,2002-03-12,2002-03-18,2
20020305,TOTAL,"153,342,896.06","59,821,566.29","21,860,696.43","51,066,538.73","25,080,538.39",0.00,2002-03-05,2002-03-11,2
20020226,TOTAL,"151,484,884.05","62,032,733.76","22,095,514.12","46,243,420.39","29,315,683.58",0.00,2002-02-26,2002-03-04,2
20020219,TOTAL,"154,708,283.56","61,812,648.48","27,839,333.30","41,673,540.89","25,138,429.69",0.00,2002-02-19,2002-02-25,2
20020212,TOTAL,"164,437,557.06","53,563,089.68","26,457,062.61","61,763,772.14","4,950,754.41",0.00,2002-02-12,2002-02-18,2
20020205,TOTAL,"167,580,302.75","52,440,352.15","31,954,165.74","53,949,057.06","5,248,358.21",0.00,2002-02-05,2002-02-11,2
20020129,TOTAL,"168,168,082.95","51,701,982.10","34,587,727.30","52,135,918.34","4,578,525.21",0.00,2002-01-29,2002-02-04,2
20020122,TOTAL,"171,060,218.02","48,207,924.26","39,397,851.12","47,587,930.13","4,918,312.37",0.00,2002-01-22,2002-01-28,2
20020115,TOTAL,"182,287,799.55","34,057,867.94","38,318,739.95","51,375,568.32","5,132,260.15",0.00,2002-01-15,2002-01-21,2
20020108,TOTAL,"178,604,251.42","35,694,060.60","37,097,011.06","53,896,147.48","5,880,765.34",0.00,2002-01-08,2002-01-14,2
20020101,TOTAL,"180,459,765.23","32,623,707.66","40,079,527.89","51,277,283.57","6,731,951.56",0.00,2002-01-01,2002-01-07,2
20011225,TOTAL,"179,056,923.57","35,273,680.66","40,479,722.18","51,395,383.81","4,966,525.69",0.00,2001-12-25,2001-12-31,2
20011218,TOTAL,"179,264,614.43","33,452,305.77","31,762,219.20","61,985,335.52","4,707,760.98",0.00,2001-12-18,2001-12-24,2
20011211,TOTAL,"172,350,841.17","38,099,474.70","68,115,527.42","28,835,756.99","3,770,635.64",0.00,2001-12-11,2001-12-17,2
20011204,TOTAL,"169,439,925.02","36,806,561.92","66,850,592.77","29,786,717.36","8,288,438.83",0.00,2001-12-04,2001-12-10,2
20011127,TOTAL,"164,181,036.01","33,153,410.82","75,528,397.94","34,551,821.44","3,757,569.69",0.00,2001-11-27,2001-12-03,2
20011120,TOTAL,"155,495,136.87","38,439,604.22","76,711,158.58","36,675,927.69","3,850,408.54",0.00,2001-11-20,2001-11-26,2
20011113,TOTAL,"155,583,496.70","49,416,936.14","77,097,955.34","25,001,540.13","4,072,307.59",0.00,2001-11-13,2001-11-19,2
20011106,TOTAL,"159,829,869.05","50,249,197.05","77,508,835.70","19,512,028.92","4,072,305.18",0.00,2001-11-06,2001-11-12,2
20011030,TOTAL,"166,184,340.88","61,058,261.56","64,517,082.10","15,785,586.34","3,626,965.03",0.00,2001-10-30,2001-11-05,2
20011023,TOTAL,"166,772,386.03","94,358,401.89","34,199,051.85","12,158,026.19","3,684,369.94",0.00,2001-10-23,2001-10-29,2
20011016,TOTAL,"217,624,500.65","49,682,406.89","30,027,910.61","10,153,051.53","3,684,366.22",0.00,2001-10-16,2001-10-22,2
20011009,TOTAL,"214,807,955.56","49,864,149.68","33,785,803.75","9,029,960.90","3,684,366.01",0.00,2001-10-09,2001-10-15,2
20011002,TOTAL,"226,438,337.20","41,601,015.01","30,415,899.65","9,144,414.78","3,572,569.26",0.00,2001-10-02,2001-10-08,2
20010925,TOTAL,"214,090,603.35","52,620,366.88","27,617,521.41","13,343,653.50","3,500,090.76",0.00,2001-09-25,2001-10-01,2
20010918,TOTAL,"196,286,031.79","65,240,596.13","31,193,234.45","14,953,326.14","3,499,047.40",0.00,2001-09-18,2001-09-24,2
20010911,TOTAL,"181,355,533.70","78,156,550.23","33,207,669.26","14,953,433.73","3,499,048.99",0.00,2001-09-11,2001-09-17,2
20010904,TOTAL,"180,436,883.71","88,339,702.78","25,671,446.92","13,233,837.62","3,490,364.88",0.00,2001-09-04,2001-09-10,2
20010828,TOTAL,"198,985,182.69","59,837,022.12","32,601,383.84","16,353,579.29","3,395,067.96",0.00,2001-08-28,2001-09-03,2
20010821,TOTAL,"206,655,200.17","55,119,123.33","28,960,403.50","17,554,197.61","2,883,311.30",0.00,2001-08-21,2001-08-27,2
20010814,TOTAL,"189,445,342.78","64,464,949.17","38,813,936.58","16,311,172.26","2,136,835.12",0.00,2001-08-14,2001-08-20,2
20010807,TOTAL,"169,971,634.92","90,743,803.58","34,687,986.20","13,402,468.17","2,366,343.03",0.00,2001-08-07,2001-08-13,2
20010731,TOTAL,"175,941,082.49","79,408,596.22","42,372,231.55","11,085,457.47","2,364,868.18",0.00,2001-07-31,2001-08-06,2
20010724,TOTAL,"184,481,289.75","87,074,141.96","25,471,669.58","11,970,122.87","2,175,011.75",0.00,2001-07-24,2001-07-30,2
20010717,TOTAL,"199,755,607.61","70,188,473.25","17,194,082.31","19,962,307.14","4,071,765.60",0.00,2001-07-17,2001-07-23,2
20010710,TOTAL,"224,841,478.84","45,227,045.19","13,413,773.97","19,988,240.00","7,701,697.91",0.00,2001-07-10,2001-07-16,2
20010703,TOTAL,"218,750,325.95","45,372,748.30","16,507,197.43","22,333,713.19","8,208,251.03",0.00,2001-07-03,2001-07-09,2
20010626,TOTAL,"211,524,747.12","49,902,224.12","17,660,136.44","22,812,878.91","9,272,249.32",0.00,2001-06-26,2001-07-02,2
