ReleaseDate,AreaOfInterest,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20010619,TOTAL,"221,419,254.34","41,934,504.06","16,366,255.49","19,761,049.46","11,691,172.55",0.00,2001-06-19,2001-06-25,2
20010612,TOTAL,"227,103,781.52","28,897,413.29","22,659,462.04","20,960,568.62","10,959,999.34","591,011.10",2001-06-12,2001-06-18,2
20010605,TOTAL,"213,286,647.72","33,659,353.25","30,619,686.04","20,051,731.58","9,611,480.03","3,943,337.28",2001-06-05,2001-06-11,2
20010529,TOTAL,"155,276,601.76","74,237,492.92","44,793,374.48","19,811,274.50","12,675,778.35","4,377,713.91",2001-05-29,2001-06-04,2
20010522,TOTAL,"143,427,521.70","40,298,466.87","90,130,998.22","19,672,263.83","13,223,647.69","4,419,337.60",2001-05-22,2001-05-28,2
20010515,TOTAL,"126,450,387.38","72,035,100.91","69,739,304.46","24,868,357.15","14,021,421.27","4,057,664.74",2001-05-15,2001-05-21,2
20010508,TOTAL,"137,310,259.28","96,980,520.45","42,830,506.93","16,576,721.62","16,038,735.99","1,435,491.62",2001-05-08,2001-05-14,2
20010501,TOTAL,"219,971,651.82","31,983,614.99","30,228,109.45","14,783,704.36","12,769,663.66","1,435,491.62",2001-05-01,2001-05-07,2
20010424,TOTAL,"225,189,050.24","32,771,092.53","24,593,320.51","14,413,529.65","12,769,751.35","1,435,491.62",2001-04-24,2001-04-30,2
20010417,TOTAL,"228,072,122.45","32,306,687.07","22,574,004.32","14,014,272.98","12,769,657.46","1,435,491.62",2001-04-17,2001-04-23,2
20010410,TOTAL,"224,896,650.04","33,425,920.01","24,976,944.52","15,629,136.69","11,347,123.57","896,461.08",2001-04-10,2001-04-16,2
20010403,TOTAL,"214,274,944.19","41,660,554.31","27,393,019.24","15,600,108.50","10,931,897.03","1,311,712.64",2001-04-03,2001-04-09,2
20010327,TOTAL,"215,968,623.25","39,672,225.04","25,608,492.42","15,867,640.14","6,059,450.62","7,995,804.42",2001-03-27,2001-04-02,2
20010320,TOTAL,"236,299,996.67","18,315,719.81","26,634,067.34","15,425,029.04","6,239,131.77","8,258,291.28",2001-03-20,2001-03-26,2
20010313,TOTAL,"236,158,601.31","18,026,223.91","27,080,214.67","14,653,513.20","6,816,452.18","8,437,230.64",2001-03-13,2001-03-19,2
20010306,TOTAL,"236,508,311.30","17,354,832.58","23,110,726.84","18,865,146.69","6,895,954.19","8,437,264.30",2001-03-06,2001-03-12,2
20010227,TOTAL,"231,075,587.62","21,005,823.23","24,252,840.71","18,758,193.47","7,552,325.43","8,527,465.45",2001-02-27,2001-03-05,2
20010220,TOTAL,"229,627,546.53","22,189,621.36","24,565,747.54","20,054,325.48","6,999,193.03","7,735,801.96",2001-02-20,2001-02-26,2
20010213,TOTAL,"221,242,006.96","29,481,019.75","28,134,265.71","17,769,625.22","7,201,768.37","7,343,549.88",2001-02-13,2001-02-19,2
20010206,TOTAL,"219,353,145.07","45,199,903.13","17,019,142.57","19,258,800.66","4,523,812.30","5,817,432.18",2001-02-06,2001-02-12,2
20010130,TOTAL,"216,896,496.08","50,380,588.61","18,553,801.38","16,281,175.65","3,236,760.96","5,823,413.23",2001-01-30,2001-02-05,2
20010123,TOTAL,"208,534,132.87","56,820,350.02","18,228,021.20","18,522,371.29","3,243,904.59","5,823,455.93",2001-01-23,2001-01-29,2
20010116,TOTAL,"234,522,328.80","27,361,523.83","17,690,967.94","19,594,051.46","6,894,304.10","5,109,059.78",2001-01-16,2001-01-22,2
20010109,TOTAL,"217,054,384.19","45,014,606.89","16,195,191.69","21,556,532.02","6,085,045.65","5,266,475.46",2001-01-09,2001-01-15,2
20010102,TOTAL,"222,476,376.12","41,235,817.02","15,845,781.68","22,688,257.57","3,659,515.88","5,266,487.64",2001-01-02,2001-01-08,2
20001226,TOTAL,"243,104,311.68","19,127,312.83","13,237,392.52","26,773,814.82","3,442,610.12","5,486,793.94",2000-12-26,2001-01-01,2
20001219,TOTAL,"241,640,197.49","19,610,222.15","14,664,036.50","26,598,065.64","3,245,824.11","5,413,890.01",2000-12-19,2000-12-25,2
20001212,TOTAL,"231,650,718.70","25,155,485.11","14,305,651.35","30,265,927.39","4,971,317.68","4,823,135.67",2000-12-12,2000-12-18,2
20001205,TOTAL,"228,163,594.83","29,270,463.37","14,399,983.11","30,778,033.84","6,319,972.84","2,240,187.92",2000-12-05,2000-12-11,2
20001128,TOTAL,"229,342,647.85","30,579,473.16","12,057,873.27","31,732,772.54","7,459,469.09",0.00,2000-11-28,2000-12-04,2
20001121,TOTAL,"225,128,943.98","32,405,415.94","10,459,137.99","29,246,142.40","13,932,595.59",0.00,2000-11-21,2000-11-27,2
20001114,TOTAL,"218,562,544.60","34,908,942.60","12,288,569.47","17,206,532.58","26,347,129.54","1,858,517.13",2000-11-14,2000-11-20,2
20001107,TOTAL,"175,569,009.36","76,999,780.47","12,380,703.25","11,473,540.35","31,928,109.80","2,821,092.68",2000-11-07,2000-11-13,2
20001031,TOTAL,"181,944,462.13","39,181,718.32","37,998,601.83","15,271,526.23","29,844,748.33","6,931,179.06",2000-10-31,2000-11-06,2
20001024,TOTAL,"189,622,603.32","34,564,533.55","42,235,846.63","22,602,701.89","18,111,769.69","4,034,780.83",2000-10-24,2000-10-30,2
20001017,TOTAL,"194,083,612.47","28,922,207.91","29,319,440.36","42,672,953.32","13,645,717.35","2,528,304.49",2000-10-17,2000-10-23,2
20001010,TOTAL,"203,575,060.64","25,030,690.40","32,562,948.38","38,050,388.11","10,415,950.93","1,537,197.43",2000-10-10,2000-10-16,2
20001003,TOTAL,"202,306,007.14","28,412,333.14","26,585,445.00","38,621,249.27","13,326,583.52","1,920,617.84",2000-10-03,2000-10-09,2
20000926,TOTAL,"206,555,927.28","26,926,393.45","27,768,637.66","34,694,594.44","13,306,065.25","1,920,617.84",2000-09-26,2000-10-02,2
20000919,TOTAL,"201,189,956.71","26,826,211.92","24,775,441.86","38,013,528.80","16,820,227.23","3,546,869.40",2000-09-19,2000-09-25,2
20000912,TOTAL,"202,515,749.58","25,079,650.80","19,994,840.86","37,528,160.91","21,477,455.45","4,576,378.32",2000-09-12,2000-09-18,2
20000905,TOTAL,"201,120,563.02","32,485,860.94","22,318,540.96","32,165,117.88","14,830,847.79","8,251,305.31",2000-09-05,2000-09-11,2
20000829,TOTAL,"203,629,214.71","33,222,442.34","28,215,454.44","22,472,872.30","14,230,888.20","9,401,363.91",2000-08-29,2000-09-04,2
20000822,TOTAL,"208,215,065.37","29,444,375.95","34,744,439.12","19,024,953.82","10,460,451.97","9,282,949.68",2000-08-22,2000-08-28,2
20000815,TOTAL,"203,290,243.37","38,276,977.65","35,098,822.08","16,767,360.03","9,170,214.55","8,568,618.23",2000-08-15,2000-08-21,2
20000808,TOTAL,"206,860,525.62","39,770,261.94","27,591,266.44","18,459,185.02","9,560,351.57","8,930,645.31",2000-08-08,2000-08-14,2
20000801,TOTAL,"204,909,288.14","40,653,587.01","26,064,998.31","20,435,668.77","7,838,189.81","11,270,503.87",2000-08-01,2000-08-07,2
20000725,TOTAL,"202,137,950.58","45,757,877.03","23,768,374.29","18,561,485.66","8,285,686.06","12,661,024.02",2000-07-25,2000-07-31,2
20000718,TOTAL,"198,716,051.21","49,247,619.83","26,705,915.77","13,086,799.10","16,794,049.90","6,621,860.68",2000-07-18,2000-07-24,2
20000711,TOTAL,"224,144,139.38","32,778,303.23","18,204,570.14","13,997,385.08","17,442,700.71","4,605,137.36",2000-07-11,2000-07-17,2
20000704,TOTAL,"228,201,541.21","31,510,072.28","16,406,893.37","12,895,176.04","18,573,847.47","3,584,705.54",2000-07-04,2000-07-10,2
20000627,TOTAL,"216,907,572.24","32,411,576.68","22,251,199.65","14,709,197.22","19,929,774.18","4,962,915.94",2000-06-27,2000-07-03,2
20000620,TOTAL,"223,386,304.44","29,025,606.50","18,186,115.78","18,357,961.93","17,326,292.60","4,889,954.66",2000-06-20,2000-06-26,2
20000613,TOTAL,"219,477,575.94","31,201,598.91","20,249,013.98","16,740,640.25","19,352,323.51","4,151,083.31",2000-06-13,2000-06-19,2
20000606,TOTAL,"224,520,611.28","31,695,836.27","18,818,069.87","22,663,033.12","11,817,754.71","1,656,930.65",2000-06-06,2000-06-12,2
20000530,TOTAL,"211,932,762.43","31,246,178.01","31,966,189.02","23,305,374.08","11,239,277.18","1,483,275.24",2000-05-30,2000-06-05,2
20000523,TOTAL,"206,326,213.62","44,298,779.24","24,002,885.71","27,547,070.19","8,997,296.44",0.00,2000-05-23,2000-05-29,2
20000516,TOTAL,"176,424,854.51","56,359,539.14","40,074,141.05","32,319,672.45","5,994,836.33",0.00,2000-05-16,2000-05-22,2
20000509,TOTAL,"180,614,266.52","59,099,584.15","37,681,247.18","31,175,931.57","2,601,206.48",0.00,2000-05-09,2000-05-15,2
20000502,TOTAL,"179,569,594.92","54,225,178.23","40,607,456.35","34,168,799.16","2,601,207.24",0.00,2000-05-02,2000-05-08,2
20000425,TOTAL,"182,055,434.29","56,998,367.52","33,772,057.12","37,270,713.81","1,075,663.16",0.00,2000-04-25,2000-05-01,2
20000418,TOTAL,"180,436,840.48","37,395,070.13","48,328,362.77","45,011,962.52",0.00,0.00,2000-04-18,2000-04-24,2
20000411,TOTAL,"177,046,857.52","44,123,912.91","47,719,734.80","42,281,730.67",0.00,0.00,2000-04-11,2000-04-17,2
20000404,TOTAL,"160,587,750.58","60,989,890.06","47,621,618.31","41,972,976.96",0.00,0.00,2000-04-04,2000-04-10,2
20000328,TOTAL,"166,139,276.40","62,589,737.24","45,597,678.30","36,845,543.96",0.00,0.00,2000-03-28,2000-04-03,2
20000321,TOTAL,"161,195,594.11","57,558,740.81","49,855,160.87","42,562,740.11",0.00,0.00,2000-03-21,2000-03-27,2
20000314,TOTAL,"161,201,771.29","55,251,780.00","50,593,405.88","44,125,278.74",0.00,0.00,2000-03-14,2000-03-20,2
20000307,TOTAL,"156,267,474.22","60,047,288.02","54,072,785.95","40,784,687.71",0.00,0.00,2000-03-07,2000-03-13,2
20000229,TOTAL,"156,698,032.23","63,270,028.18","53,456,878.18","37,747,297.32",0.00,0.00,2000-02-29,2000-03-06,2
20000222,TOTAL,"152,978,792.38","68,693,624.19","64,506,544.39","24,993,274.94",0.00,0.00,2000-02-22,2000-02-28,2
20000215,TOTAL,"138,447,460.50","78,216,989.74","68,711,876.01","25,795,909.65",0.00,0.00,2000-02-15,2000-02-21,2
20000208,TOTAL,"137,085,892.29","85,737,920.56","61,272,103.01","27,076,320.05",0.00,0.00,2000-02-08,2000-02-14,2
20000201,TOTAL,"135,702,127.55","87,118,247.35","63,827,252.67","24,524,608.34",0.00,0.00,2000-02-01,2000-02-07,2
20000125,TOTAL,"129,908,159.22","96,314,315.45","57,954,198.89","26,995,562.35",0.00,0.00,2000-01-25,2000-01-31,2
20000118,TOTAL,"128,343,682.89","95,866,982.12","57,677,598.68","29,283,972.21",0.00,0.00,2000-01-18,2000-01-24,2
20000111,TOTAL,"136,947,756.32","88,674,903.92","57,252,413.98","28,297,161.69",0.00,0.00,2000-01-11,2000-01-17,2
20000104,TOTAL,"150,594,930.97","75,011,036.28","55,508,755.72","30,057,512.94",0.00,0.00,2000-01-04,2000-01-10,2
